invoice_id,vendor,amount,date,description
3741,IJK Inc,3215.82,2025-03-11,Repair & Maintenance
3624,PQR Ltd,4110.56,2025-04-01,Travel Reimbursement
5181,IJK Inc,1366.51,2024-10-30,Equipment
2447,Nova Supplies,5098.96,2025-09-19,Marketing
602,ABC Ltd,7538.43,2024-02-08,Professional Fees
7085,JKL Pvt,4278.5,2024-02-16,Office Supplies
3556,MNO Inc,5363.18,2025-04-14,Supplies
7342,Prime Vendors,8174.36,2024-12-06,Consulting
2554,Atlas Materials,2359.85,2024-02-09,Logistics
6779,RST Inc,1196.2,2025-05-30,Services
10045,Zenith Partners,3945.91,2024-08-23,Professional Fees
9632,RST Pvt,12636.48,2025-12-14,Marketing
419,Sigma Tech,4234.08,2025-10-24,Catering
9207,DEF Co,3965.83,2025-08-01,Subscription
94,Nova Supplies,5187.62,2024-04-27,Supplies
3803,Zenith Partners,2517.04,2024-07-23,Catering
7793,Quantum Industries,2620.13,2024-08-01,Logistics
1914,Prime Vendors,8327.73,2025-01-17,Insurance Premium
5250,Vanguard Corp,9100.69,2025-12-13,Equipment
5231,Delta Logistics,4468.93,2024-04-03,Supplies
530,Bright Solutions,7870.11,2024-05-13,Insurance Premium
6539,LMN Ltd,9271.73,2024-07-10,Insurance Premium
2731,GHI Inc,11489.82,2024-05-30,Travel Reimbursement
578,RST Pvt,9686.66,2024-09-21,Equipment
876,JKL Pvt,5421.5,2024-06-16,Maintenance
9433,Delta Logistics,4735.36,2025-12-11,Office Supplies
3974,GHI Inc,8457.39,2024-05-27,Logistics
6648,Delta Logistics,5718.66,2025-12-30,Services
2646,Nova Supplies,2958.1,2024-05-18,Services
6099,DEF Co,3467.09,2024-08-15,Raw Materials
329,JKL LLC,2425.16,2024-02-08,Supplies
1211,Zenith Partners,3407.56,2025-01-02,Consulting
8093,UVW Co,4444.18,2025-03-05,Utilities
238,Bright Solutions,1637.15,2025-09-03,Travel Reimbursement
6790,Zenith Partners,2333.74,2025-10-23,Advertising
9208,IJK Inc,5066.91,2025-10-04,Services
7305,Atlas Materials,7227.9,2024-12-16,Advertising
1722,LMN Ltd,11354.18,2025-09-19,Travel Reimbursement
8322,Omega Services,417.24,2025-08-13,Travel Reimbursement
460,RST Pvt,6135.01,2025-04-12,Goods Purchase
2670,Nova Supplies,3888.54,2025-04-30,Subscription
4171,RST Pvt,6334.18,2024-06-13,Catering
6154,MNO Inc,652.58,2025-12-07,Professional Fees
9236,RST Pvt,2658.23,2024-10-22,Logistics
9141,Omega Services,3991.29,2024-01-09,Goods Purchase
66,LMN Ltd,8709.82,2025-12-14,Training
3979,GHI Inc,6011.77,2025-06-21,Equipment
1560,IJK Inc,4457.12,2024-10-14,Office Supplies
6952,Nova Supplies,5262.64,2025-09-03,Logistics
4128,Zenith Partners,1986.16,2024-08-11,Insurance Premium
7325,Nova Supplies,,2025-01-17,Goods Purchase
8605,ABC Corp,3787.35,2024-09-12,Supplies
5909,JKL Pvt,2896.7,2025-05-22,Insurance Premium
8509,JKL Pvt,6480.67,2025-03-02,Repair & Maintenance
918,DEF Inc,825.07,2025-01-19,Professional Fees
7144,Zenith Partners,,2024-05-21,Consulting
2678,ABC Ltd,10441.46,2025-07-10,Supplies
1591,MNO Inc,9414.74,2024-02-14,Marketing
1391,LMN Ltd,7914.72,2025-04-14,Software License
6213,IJK Inc,4653.41,2025-05-15,Supplies
8129,Zenith Partners,2476.36,2025-05-20,Professional Fees
1993,RST Pvt,8745.67,2024-03-23,Supplies
10049,DEF Co,5665.62,2024-02-24,Utilities
10154,ABC Ltd,179328.13,2024-08-24,Catering
7776,LMN Ltd,3568.48,2025-11-21,Services
3259,GHI Inc,4219.47,2024-05-15,Marketing
7517,Quantum Industries,2595.26,2025-02-18,Goods Purchase
1928,Bright Solutions,11262.23,2025-04-29,Advertising
7181,JKL Pvt,5015.44,2024-11-15,Maintenance
7025,Atlas Materials,2836.17,2024-03-22,Utilities
8229,GHI Inc,8305.75,2024-07-21,Travel Reimbursement
6003,Omega Services,4407.44,2024-05-19,Maintenance
2402,JKL LLC,,2024-07-14,Goods Purchase
2103,Nova Supplies,3151.35,2025-03-24,Logistics
9645,Delta Logistics,7869.49,2024-06-17,Marketing
1308,LMN Ltd,-3012.13,2025-11-29,Insurance Premium
7580,JKL Pvt,4749.71,2024-03-05,Subscription
7858,XYZ Pvt,2142.24,2025-02-24,Supplies
933,GHI Inc,8280.82,2025-08-29,Utilities
7789,RST Pvt,6052.4,2024-07-29,Consulting
1538,IJK Inc,4847.05,2024-01-03,Repair & Maintenance
3300,Pinnacle Ltd,2719.3,2025-09-04,Marketing
9588,Quantum Industries,883.7,2025-07-12,Consulting
5042,Delta Logistics,5904.41,2024-12-05,Utilities
2274,Delta Logistics,5782.61,2024-07-29,Logistics
5536,IJK Inc,2629.43,2024-06-26,Services
3397,RST Pvt,10198.48,2025-03-11,Software License
9253,DEF Co,6164.49,2024-09-08,Professional Fees
4745,DEF Inc,5696.79,2025-04-07,Services
5940,JKL Pvt,4901.58,2024-10-06,Supplies
1669,ABC Ltd,4526.17,2025-03-22,Travel Reimbursement
374,GHI Inc,9933.64,2024-11-23,Maintenance
3422,Delta Logistics,6415.87,2025-06-10,Advertising
3990,Nova Supplies,5582.11,2024-05-01,Services
9259,JKL Pvt,2968.84,2025-12-01,Services
9280,ABC Ltd,4363.74,2024-08-26,Advertising
5197,GHI Inc,3891.38,2024-02-27,Software License
8501,Prime Vendors,11010.54,2025-01-20,Equipment
5980,IJK Inc,,2025-03-25,Professional Fees
4,Atlas Materials,3372.28,2025-08-14,Maintenance
1773,JKL LLC,6754.2,2024-09-05,Repair & Maintenance
2551,LMN Ltd,,2024-10-18,Insurance Premium
4897,GHI Ltd,3251.24,2024-08-16,Insurance Premium
3247,Bright Solutions,9817.99,2025-07-27,Repair & Maintenance
9456,Nova Supplies,8101.82,2024-10-03,Logistics
9028,RST Pvt,7020.01,2025-02-17,Marketing
5655,Prime Vendors,4986.06,2024-04-04,Insurance Premium
8348,GHI Ltd,3722.2,2025-01-18,Repair & Maintenance
1444,IJK Inc,3707.81,2025-04-11,Marketing
5138,GHI Inc,7106.55,2024-02-10,Office Supplies
557,Pinnacle Ltd,1481.78,2024-11-02,Equipment
2393,Bright Solutions,3938.99,2024-06-12,Repair & Maintenance
8598,Omega Services,5239.38,2024-05-20,Services
4744,GHI Inc,6550.58,2025-05-19,Subscription
6499,ABC Corp,3647.13,2025-03-31,Office Supplies
7638,DEF Co,6977.62,2025-04-21,Raw Materials
2916,Quantum Industries,2728.97,2025-11-07,Marketing
7408,XYZ Ltd,2610.44,2025-07-27,Services
5606,Atlas Materials,6316.54,2024-07-11,Advertising
5280,JKL Pvt,3645.58,2024-01-05,Advertising
6888,Omega Services,1582.27,2024-04-02,Catering
8681,Sigma Tech,8732.9,2024-05-03,Office Supplies
3286,IJK Inc,4882.32,2024-05-14,Services
107,LMN Ltd,5033.26,2025-11-10,Repair & Maintenance
6385,Sigma Tech,3239.32,2024-10-31,Advertising
7090,DEF Inc,4250.95,2024-03-12,Travel Reimbursement
6379,Quantum Industries,860.23,2024-10-03,Services
5338,GHI Inc,8835.14,2025-02-23,Supplies
8941,GHI Ltd,3494.69,2024-07-19,Travel Reimbursement
655,Pinnacle Ltd,1712.29,2025-06-30,Training
9252,IJK Inc,3585.92,2024-04-05,Supplies
3742,DEF Co,8705.64,2025-10-22,Utilities
7062,MNO Inc,5587.82,2024-04-28,Training
1950,ABC Corp,6984.11,2024-03-20,Services
7705,JKL Pvt,3310.25,2025-09-08,Goods Purchase
1596,Apex Trading,3262.05,2024-04-15,Advertising
6607,Sigma Tech,3127.91,2025-11-11,Equipment
3893,ABC Ltd,4212.16,2024-05-27,Catering
5155,LMN Ltd,8969.06,2025-06-13,Subscription
1999,JKL Pvt,5290.42,2024-08-15,Catering
8002,Prime Vendors,3535.78,2024-08-18,Goods Purchase
1749,OPQ Corp,1870.8,2025-07-12,Software License
6929,IJK Inc,4318.99,2024-10-28,Consulting
3994,JKL Pvt,3961.43,2025-04-16,Advertising
1186,Quantum Industries,1901.32,2025-02-11,Maintenance
3175,IJK Inc,3347.95,2025-08-25,Consulting
1313,GHI Ltd,4881.11,2025-11-18,Utilities
10124,GHI Inc,,2024-10-13,Equipment
1451,GHI Inc,6038.13,2024-06-29,Office Supplies
6551,Pinnacle Ltd,720.81,2025-10-25,Consulting
2018,ABC Ltd,4221.37,2024-05-30,Catering
4246,Pinnacle Ltd,2481.68,2025-06-05,Repair & Maintenance
2198,Quantum Industries,2430.98,2025-03-29,Services
3477,GHI Inc,,2024-10-13,Equipment
9665,Vanguard Corp,13392.09,2025-07-08,Software License
5232,Quantum Industries,1942.56,2024-01-10,Supplies
9162,JKL Pvt,5109.12,2025-01-22,Maintenance
1641,RST Pvt,6693.04,2025-08-13,Office Supplies
5337,JKL Pvt,5214.93,2024-06-07,Raw Materials
6322,Nova Supplies,9584.49,2024-12-16,Services
1028,RST Pvt,8330.11,2024-08-13,Equipment
2177,Omega Services,3469.74,2024-01-14,Consulting
9714,RST Pvt,6505.09,2024-03-13,Goods Purchase
4206,ABC Ltd,4171.44,2024-08-13,Subscription
2924,LMN Ltd,6425.58,2024-05-21,Supplies
1868,MNO Inc,5531.7,2025-07-04,Logistics
8657,Sigma Tech,5522.11,2025-12-22,Services
7282,Atlas Materials,3410.86,2025-07-06,Advertising
6968,GHI Inc,7175.55,2025-04-28,Services
2100,JKL Pvt,6560.3,2024-10-13,Catering
2620,ABC Ltd,7387.23,2025-10-01,Maintenance
5897,MNO Inc,8009.03,2024-01-28,Marketing
4592,Pinnacle Ltd,3338.39,2025-09-04,Software License
120,Sigma Tech,6524.28,2025-10-02,Maintenance
48,UVW Co,5390.32,2025-10-11,Software License
804,DEF Co,7234.05,2024-11-15,Insurance Premium
3833,Apex Trading,5614.41,2024-04-07,Insurance Premium
1879,Nova Supplies,4648.07,2024-11-24,Utilities
9368,MNO Inc,3702.1,2025-08-16,Subscription
5051,Nova Supplies,2597.7,2024-12-02,Travel Reimbursement
1326,IJK Inc,1902.66,2024-10-11,Raw Materials
7348,Omega Services,1929.41,2025-06-25,Maintenance
7300,Prime Vendors,3954.37,2025-07-01,Catering
6454,DEF Co,2294.31,2024-09-17,Consulting
8572,Zenith Partners,395.99,2025-06-02,Equipment
3828,Atlas Materials,3990.65,2025-12-09,Subscription
9235,Omega Services,5367.01,2025-08-17,Marketing
7535,Atlas Materials,2892.21,2024-09-12,Services
8191,JKL Pvt,6440.58,2025-05-18,Advertising
9065,LMN Ltd,7163.53,2025-07-03,Professional Fees
9555,GHI Inc,10761.22,2025-06-05,Travel Reimbursement
10114,IJK Inc,4067.85,2025-09-21,Utilities
8663,Zenith Partners,1526.26,2025-06-08,Training
9473,LMN Ltd,5294.62,2025-07-11,Software License
327,Quantum Industries,3287.74,2025-10-30,Subscription
1265,DEF Inc,4689.22,2024-09-04,Training
9228,Omega Services,2775.52,2024-03-29,Subscription
4999,RST Pvt,6572.28,2024-03-28,Equipment
9328,Nova Supplies,6788.14,2024-02-22,Professional Fees
7138,LMN Ltd,10964.45,2024-02-11,Subscription
4237,MNO Inc,6893.38,2025-07-10,Maintenance
6651,RST Pvt,12138.26,2025-09-01,Insurance Premium
8988,DEF Inc,5943.52,2024-12-11,Goods Purchase
8944,Omega Services,4941.22,2024-11-12,Advertising
3344,GHI Inc,7710.26,2024-09-06,Logistics
2389,XYZ Pvt,2878.29,2025-04-23,Office Supplies
1945,Bright Solutions,4958.25,2025-07-08,Maintenance
7778,Omega Services,4104.89,2024-01-29,Insurance Premium
2361,DEF Inc,3691.44,2024-03-10,Services
1261,Apex Trading,4060.49,2025-12-15,Office Supplies
1789,Nova Supplies,9129.11,2025-11-03,Catering
2115,RST Inc,1130.64,2025-03-18,Goods Purchase
7633,IJK Inc,4140.37,2025-02-06,Services
8691,Omega Services,3643.29,2024-04-16,Subscription
6830,LMN Ltd,8655.69,2024-02-01,Equipment
478,Prime Vendors,5733.73,2024-01-18,Repair & Maintenance
2102,Sigma Tech,7540.98,2024-11-28,Raw Materials
1803,JKL Pvt,4789.41,2024-06-14,Raw Materials
2696,Zenith Partners,616.45,2025-09-27,Maintenance
468,PQR Ltd,6268.39,2025-11-24,Marketing
7814,Atlas Materials,1176.58,2025-05-23,Marketing
6853,Omega Services,2478.49,2024-11-21,Services
9404,GHI Inc,6277.88,2025-07-17,Logistics
393,Atlas Materials,4587.87,2024-05-27,Travel Reimbursement
9497,DEF Co,3883.36,2024-07-03,Advertising
2565,Prime Vendors,6931.79,2024-07-02,Consulting
8262,RST Inc,3041.26,2024-05-03,Utilities
7008,Omega Services,3409.56,2025-08-18,Insurance Premium
1634,Atlas Materials,3574.89,2024-02-08,Training
6838,Prime Vendors,5590.03,2025-02-26,Utilities
4430,Pinnacle Ltd,1681.86,2024-04-23,Equipment
1683,Prime Vendors,8931.08,2024-09-23,Professional Fees
3962,Omega Services,4603.03,2025-04-27,Training
2376,Omega Services,3480.09,2025-03-09,Office Supplies
9204,LMN Ltd,8340.5,2025-09-22,Logistics
3852,Omega Services,,2024-06-11,Marketing
2830,JKL LLC,4415.01,2024-09-07,Raw Materials
2679,Zenith Partners,2745.7,2025-01-21,Training
5785,Atlas Materials,2138.16,2025-09-19,Consulting
8863,JKL Pvt,6689.73,2025-09-15,Catering
9753,Atlas Materials,3292.4,2025-07-03,Office Supplies
9378,GHI Inc,6890.56,2025-01-19,Office Supplies
9663,Quantum Industries,1118.02,2024-09-26,Logistics
2251,GHI Ltd,3299.5,2025-05-15,Equipment
2698,Omega Services,3115.67,2025-08-11,Training
7984,DEF Co,3619.26,2024-03-22,Subscription
2966,ABC Corp,4810.75,2024-01-26,Catering
1301,Nova Supplies,1573.62,2025-05-27,Maintenance
3546,IJK Inc,4188.35,2024-05-26,Utilities
3509,Zenith Partners,1372.81,2024-08-07,Utilities
5033,Omega Services,4268.69,2025-12-22,Professional Fees
3193,IJK Inc,1172.18,2024-08-10,Travel Reimbursement
5356,RST Pvt,2933.62,2024-07-31,Software License
2082,JKL Pvt,3875.89,2024-06-29,Insurance Premium
6506,Prime Vendors,3955.78,2024-11-25,Software License
87,Quantum Industries,395.64,2025-08-29,Repair & Maintenance
7562,RST Pvt,10542.05,2025-02-23,Marketing
1319,Omega Services,4340.22,2025-05-27,Subscription
8189,Zenith Partners,2104.12,2025-08-22,Repair & Maintenance
2606,GHI Inc,9135.87,2024-09-15,Goods Purchase
590,Delta Logistics,5438.29,2025-12-03,Professional Fees
9678,GHI Inc,13504.48,2024-03-27,Office Supplies
6366,Sigma Tech,7471.73,2024-05-22,Logistics
5641,Nova Supplies,4984.17,2025-01-13,Maintenance
4056,Atlas Materials,4836.23,2024-05-26,Raw Materials
1937,LMN Ltd,10220.81,2025-06-19,Insurance Premium
9088,Prime Vendors,6401.11,2025-07-28,Maintenance
9577,JKL Pvt,5025.48,2025-03-04,Utilities
8996,DEF Inc,4343.98,2025-05-02,Raw Materials
6466,Atlas Materials,3624.27,2024-05-15,Professional Fees
2989,RST Pvt,13751.74,2024-06-28,Training
9890,ABC Ltd,5163.58,2025-03-06,Equipment
8451,Zenith Partners,1483.5,2025-07-06,Repair & Maintenance
4987,Quantum Industries,3229.9,2025-03-15,Professional Fees
9628,RST Pvt,5885.05,2025-02-02,Supplies
7045,Pinnacle Ltd,3577.66,2025-03-31,Maintenance
4460,IJK Inc,1707.84,2025-09-04,Repair & Maintenance
540,IJK Inc,2838.6,2024-03-10,Office Supplies
8300,Prime Vendors,7334.17,2025-07-26,Marketing
1746,ABC Corp,4467.58,2024-12-26,Subscription
6119,DEF Co,,2024-07-03,Goods Purchase
5605,Omega Services,3698.65,2025-01-18,Equipment
2862,Bright Solutions,2807.15,2024-04-27,Marketing
1813,Atlas Materials,663.91,2024-09-26,Goods Purchase
5626,DEF Inc,2865.74,2024-11-04,Consulting
8523,PQR Ltd,5427.93,2024-12-03,Advertising
2856,IJK Inc,929.6,2025-02-01,Equipment
8867,LMN Ltd,9382.09,2025-06-09,Catering
5675,IJK Inc,4372.79,2024-02-20,Professional Fees
4458,IJK Inc,3550.84,2025-11-19,Supplies
1521,JKL Pvt,7532.43,2025-05-16,Consulting
412,JKL Pvt,7273.73,2025-08-12,Logistics
2469,RST Inc,4214.58,2025-02-01,Utilities
5533,Quantum Industries,1365.14,2024-01-28,Travel Reimbursement
5139,RST Pvt,2281.33,2025-09-19,Logistics
9102,GHI Ltd,3453.25,2024-10-18,Professional Fees
7242,Bright Solutions,3358.7,2025-03-09,Consulting
1107,JKL Pvt,5017.18,2025-11-20,Consulting
1545,GHI Inc,,2024-12-28,Raw Materials
785,Zenith Partners,3048.96,2025-07-07,Software License
9894,Nova Supplies,3188.35,2025-10-21,Marketing
5367,UVW Co,3962.71,2025-07-23,Maintenance
4570,Sigma Tech,2111.59,2025-02-20,Raw Materials
1983,LMN Ltd,3073.88,2024-02-04,Insurance Premium
2677,ABC Ltd,4643.45,2024-07-10,Travel Reimbursement
3665,RST Pvt,6485.73,2025-01-18,Insurance Premium
5742,Sigma Tech,7807.23,2024-06-30,Office Supplies
2809,ABC Ltd,-2136.9,2025-12-13,Repair & Maintenance
1262,DEF Co,2883.03,2024-07-21,Training
9852,Nova Supplies,3806.66,2025-05-27,Software License
941,LMN Ltd,3215.62,2024-09-01,Catering
5122,Nova Supplies,8364.5,2025-09-23,Professional Fees
7741,Omega Services,2555.16,2025-12-15,Office Supplies
5699,Atlas Materials,2183.95,2024-02-27,Utilities
1938,Omega Services,2495.03,2024-05-24,Training
3737,JKL LLC,2884.85,2025-09-15,Repair & Maintenance
758,Bright Solutions,10247.8,2025-07-08,Services
1709,Nova Supplies,4756.58,2024-10-11,Catering
3347,Bright Solutions,1956.01,2025-02-16,Supplies
2538,Delta Logistics,7406.28,2025-03-21,Raw Materials
7749,JKL Pvt,3056.89,2024-09-05,Services
5031,Pinnacle Ltd,1981.79,2025-09-02,Office Supplies
5913,Zenith Partners,1677.48,2025-08-24,Logistics
5830,RST Inc,2009.21,2025-11-19,Logistics
3454,Omega Services,3782.62,2025-02-23,Goods Purchase
5006,Delta Logistics,9478.27,2025-06-21,Maintenance
5527,Omega Services,2061.94,2025-01-07,Goods Purchase
5869,ABC Corp,6057.49,2025-10-12,Equipment
8470,Nova Supplies,3929.19,2024-11-29,Training
5405,XYZ Pvt,,2025-04-07,Equipment
1678,XYZ Ltd,1825.64,2024-06-06,Office Supplies
1303,Zenith Partners,2313.78,2025-04-20,Catering
3800,Nova Supplies,10093.04,2025-05-03,Travel Reimbursement
7752,LMN Ltd,5786.72,2025-11-22,Equipment
4638,GHI Inc,7749.83,2024-12-08,Logistics
9828,Delta Logistics,6843.94,2024-07-28,Advertising
6621,Bright Solutions,4164.47,2024-07-06,Software License
9951,IJK Inc,3581.07,2024-05-28,Professional Fees
2836,DEF Inc,1947.26,2024-07-05,Utilities
8761,ABC Ltd,7456.4,2025-08-05,Logistics
3418,DEF Inc,2504.53,2025-08-24,Repair & Maintenance
9303,Pinnacle Ltd,2408.34,2025-12-21,Insurance Premium
9977,RST Pvt,4868.33,2025-09-23,Supplies
7455,RST Pvt,4968.85,2025-07-05,Subscription
3109,LMN Ltd,8500.79,2024-10-19,Consulting
7449,GHI Inc,11187.0,2025-10-04,Equipment
986,Pinnacle Ltd,2248.33,2025-10-15,Consulting
6771,Atlas Materials,4906.21,2025-07-14,Maintenance
4758,Atlas Materials,1421.54,2025-01-03,Repair & Maintenance
4955,IJK Inc,1350.57,2025-11-05,Travel Reimbursement
7654,Delta Logistics,4522.79,2024-08-25,Services
7360,Delta Logistics,2857.66,2025-05-21,Subscription
9972,Prime Vendors,4073.44,2025-05-11,Consulting
5562,Bright Solutions,5168.75,2025-03-18,Maintenance
4659,JKL Pvt,3666.23,2025-02-08,Goods Purchase
9717,Quantum Industries,4444.9,2024-02-04,Training
4453,DEF Inc,185.86,2025-12-15,Services
4251,Omega Services,4607.97,2024-11-21,Travel Reimbursement
745,DEF Co,3877.87,2025-12-21,Equipment
3499,DEF Co,7652.43,2025-08-24,Software License
7482,Quantum Industries,3999.16,2024-07-07,Utilities
1358,Nova Supplies,8067.15,2025-07-02,Training
1867,ABC Ltd,4160.11,2025-03-04,Logistics
5209,RST Pvt,4582.95,2025-07-01,Utilities
683,ABC Corp,3575.4,2025-08-22,Services
466,PQR Ltd,3621.31,2024-03-13,Logistics
4407,Omega Services,3325.14,2025-12-29,Marketing
245,JKL Pvt,6113.32,2024-06-13,Software License
8436,Omega Services,7133.14,2025-01-09,Office Supplies
6549,RST Pvt,6790.64,2025-07-25,Professional Fees
679,Atlas Materials,5325.71,2025-03-21,Equipment
6131,GHI Inc,2693.87,2025-12-07,Professional Fees
8945,Prime Vendors,3003.88,2025-08-04,Maintenance
3554,Atlas Materials,3620.66,2024-09-22,Logistics
6156,Atlas Materials,4062.06,2025-06-30,Goods Purchase
5882,Prime Vendors,6881.35,2024-04-30,Advertising
342,Nova Supplies,7044.6,2025-03-01,Professional Fees
4369,RST Pvt,6320.47,2024-02-22,Advertising
4891,IJK Inc,2468.38,2024-04-15,Marketing
4861,JKL Pvt,9130.2,2025-03-18,Logistics
3921,Delta Logistics,4491.64,2025-03-02,Raw Materials
6870,Zenith Partners,2976.52,2024-04-10,Raw Materials
6283,DEF Co,6272.88,2024-06-30,Subscription
5579,JKL Pvt,7977.54,2024-03-08,Services
5142,JKL Pvt,4709.89,2024-03-31,Utilities
274,MNO Inc,4193.99,2024-07-09,Subscription
8044,MNO Inc,4931.93,2024-05-21,Goods Purchase
8981,IJK Inc,2039.44,2024-10-04,Maintenance
2453,Quantum Industries,3358.49,2024-09-17,Subscription
3002,Atlas Materials,5223.92,2024-11-08,Goods Purchase
3064,GHI Inc,,2024-11-17,Goods Purchase
3832,Prime Vendors,8582.17,2025-07-25,Office Supplies
1363,IJK Inc,856.47,2025-08-20,Services
6724,Nova Supplies,3707.25,2024-06-08,Consulting
6785,JKL Pvt,7677.18,2024-10-26,Travel Reimbursement
130,RST Pvt,3867.08,2025-06-15,Utilities
318,XYZ Pvt,2553.86,2025-11-28,Software License
2462,Quantum Industries,2897.15,2025-01-27,Maintenance
6775,MNO Inc,4326.64,2024-11-29,Office Supplies
2513,Prime Vendors,4396.02,2025-01-16,Subscription
2761,Nova Supplies,6332.73,2024-07-17,Software License
9797,GHI Inc,14476.4,2025-03-05,Advertising
815,GHI Inc,8137.18,2025-04-09,Goods Purchase
9792,DEF Co,12201.21,2025-05-15,Training
5124,Omega Services,3517.63,2025-05-12,Consulting
4914,RST Pvt,8475.94,2025-11-26,Travel Reimbursement
6240,IJK Inc,2403.22,2025-02-28,Repair & Maintenance
5019,GHI Inc,5619.02,2025-03-12,Catering
4617,IJK Inc,3704.24,2025-04-02,Equipment
251,Nova Supplies,5419.99,2024-04-23,Training
6997,DEF Inc,2699.44,2024-08-08,Goods Purchase
3492,Sigma Tech,5199.39,2024-02-05,Utilities
4314,LMN Ltd,6872.41,2024-05-22,Consulting
1967,Pinnacle Ltd,109.86,2025-02-16,Raw Materials
4950,RST Pvt,3693.88,2025-10-03,Travel Reimbursement
1002,ABC Ltd,6855.32,2024-03-27,Utilities
759,LMN Ltd,11099.91,2025-08-11,Software License
7807,Bright Solutions,7015.34,2025-02-02,Repair & Maintenance
3426,GHI Inc,9036.39,2025-08-20,Utilities
6179,RST Pvt,7040.68,2024-08-19,Logistics
281,GHI Inc,8127.99,2024-03-29,Equipment
10077,XYZ Pvt,,2025-01-09,Subscription
200,MNO Inc,8436.45,2024-10-12,Repair & Maintenance
3237,ABC Corp,4442.55,2025-07-28,Utilities
9218,Zenith Partners,3085.96,2025-11-06,Software License
6557,IJK Inc,4695.69,2025-11-04,Raw Materials
7991,Prime Vendors,4589.46,2025-10-22,Raw Materials
3189,XYZ Pvt,3026.25,2025-07-03,Equipment
1333,GHI Ltd,3753.8,2025-12-11,Equipment
72,DEF Inc,6277.42,2024-09-07,Subscription
6938,Prime Vendors,5455.82,2025-02-04,Supplies
6823,Sigma Tech,5784.82,2025-09-05,Advertising
439,ABC Corp,5440.38,2025-07-29,Advertising
4313,Delta Logistics,7884.88,2025-05-24,Maintenance
1702,Sigma Tech,6577.65,2024-11-22,Catering
959,GHI Inc,2296.25,2025-01-28,Office Supplies
1738,Omega Services,4552.92,2025-10-23,Logistics
5647,Prime Vendors,4939.79,2024-10-06,Marketing
5344,GHI Ltd,3252.82,2024-05-08,Travel Reimbursement
4759,JKL Pvt,5972.56,2024-02-22,Subscription
10012,Nova Supplies,5098.61,2025-02-14,Office Supplies
756,Delta Logistics,7691.0,2024-09-28,Maintenance
716,UVW Co,4897.28,2024-06-14,Raw Materials
7598,IJK Inc,973.27,2024-01-18,Services
8139,DEF Inc,3063.97,2025-04-14,Consulting
349,Prime Vendors,6722.55,2024-02-16,Raw Materials
3628,Omega Services,4170.2,2024-09-26,Advertising
1292,JKL Pvt,3927.99,2024-01-24,Insurance Premium
5333,ABC Corp,3760.89,2024-01-22,Utilities
6880,JKL Pvt,5917.93,2025-01-03,Marketing
3155,MNO Inc,5035.02,2024-08-09,Raw Materials
4741,Delta Logistics,3602.33,2024-03-31,Marketing
3091,Atlas Materials,6456.93,2024-12-21,Repair & Maintenance
7352,Quantum Industries,2996.62,2025-03-01,Supplies
8316,Bright Solutions,6598.42,2025-09-29,Equipment
7266,Atlas Materials,4787.39,2025-02-08,Office Supplies
3686,GHI Inc,8320.81,2024-05-09,Office Supplies
7474,Omega Services,1803.25,2024-07-08,Office Supplies
4839,Nova Supplies,2586.56,2025-10-13,Services
724,RST Pvt,8175.37,2025-09-21,Catering
9911,Atlas Materials,5739.43,2025-06-23,Marketing
2457,GHI Ltd,3321.13,2025-07-15,Professional Fees
3635,GHI Ltd,2728.11,2025-06-23,Software License
1652,Apex Trading,3529.16,2025-04-26,Marketing
4330,PQR Ltd,4621.81,2024-12-26,Travel Reimbursement
8384,IJK Inc,2677.23,2024-01-30,Raw Materials
8293,Nova Supplies,5303.56,2024-04-05,Training
3173,Sigma Tech,3777.81,2025-01-15,Repair & Maintenance
9677,Delta Logistics,3120.13,2024-03-13,Insurance Premium
2884,LMN Ltd,12664.99,2024-09-12,Services
348,Nova Supplies,6091.89,2025-11-19,Training
4942,Nova Supplies,4554.84,2024-07-25,Services
4916,DEF Inc,1911.83,2025-04-10,Equipment
9603,Pinnacle Ltd,1712.43,2024-05-03,Software License
9312,Delta Logistics,4507.43,2024-08-10,Marketing
6910,Quantum Industries,2773.84,2024-10-12,Advertising
8006,DEF Co,3652.96,2025-10-04,Catering
1721,Atlas Materials,3455.04,2024-04-23,Services
5559,GHI Ltd,3096.46,2024-12-26,Goods Purchase
729,JKL Pvt,5939.51,2024-10-17,Catering
7972,Nova Supplies,7689.65,2024-04-20,Training
7524,Quantum Industries,1863.5,2025-03-03,Goods Purchase
9695,UVW Co,3075.41,2024-06-09,Subscription
8452,GHI Ltd,3966.81,2024-05-30,Training
673,IJK Inc,1405.43,2024-09-06,Services
7254,Prime Vendors,4154.63,2024-04-27,Repair & Maintenance
3470,JKL Pvt,2053.0,2025-06-19,Equipment
4687,Bright Solutions,6227.39,2025-04-16,Office Supplies
5539,Bright Solutions,9618.7,2025-04-23,Goods Purchase
806,Atlas Materials,3383.15,2024-08-11,Consulting
411,Pinnacle Ltd,2223.33,2025-02-11,Insurance Premium
8735,GHI Ltd,1983.38,2025-08-13,Utilities
8301,MNO Inc,5984.39,2024-09-17,Software License
1297,MNO Inc,6432.02,2025-08-23,Logistics
4998,LMN Ltd,4945.9,2024-12-20,Equipment
386,IJK Inc,3616.88,2025-02-10,Equipment
3638,Atlas Materials,6704.81,2025-01-14,Subscription
